mode,game,run,seed,rounds,total1,total2,total_score,elapsed_sec
base,samaritan,12,433,200,-2.0,-6.0,-8.0,252.0548701286316
base,lemons,12,434,200,20.0,-5.0,15.0,445.5332934856415
base,bos,13,435,200,1379.0,1970.0,3349.0,246.89992713928223
base,pd,13,436,200,1000.0,1000.0,2000.0,247.89362263679504
base,deadlock,13,437,200,0.0,0.0,0.0,247.0770034790039
base,samaritan,13,438,200,-2.0,-6.0,-8.0,251.42721438407898
base,lemons,13,439,200,20.0,-5.0,15.0,443.66553378105164
base,bos,14,440,200,1379.0,1970.0,3349.0,247.92758870124817
base,pd,14,441,200,1000.0,1000.0,2000.0,248.5380003452301
base,deadlock,14,442,200,0.0,0.0,0.0,247.64619636535645
base,samaritan,14,443,200,-2.0,-6.0,-8.0,251.64052939414978
base,lemons,14,444,200,20.0,-5.0,15.0,445.4326367378235
base,bos,15,445,200,1379.0,1970.0,3349.0,247.30158376693726
base,pd,15,446,200,1000.0,1000.0,2000.0,248.72094082832336
base,deadlock,15,447,200,0.0,0.0,0.0,248.272686958313
base,samaritan,15,448,200,-2.0,-6.0,-8.0,251.48214387893677
base,lemons,15,449,200,20.0,-5.0,15.0,445.2884635925293
base,bos,16,450,200,1379.0,1970.0,3349.0,247.69741082191467
base,pd,16,451,200,1000.0,1000.0,2000.0,247.92753553390503
base,deadlock,16,452,200,0.0,0.0,0.0,248.20269441604614
base,samaritan,16,453,200,-2.0,-6.0,-8.0,252.48352074623108
base,lemons,16,454,200,20.0,-5.0,15.0,446.01542568206787
base,bos,17,455,200,1379.0,1970.0,3349.0,247.38853240013123
base,pd,17,456,200,1000.0,1000.0,2000.0,248.35835528373718
base,deadlock,17,457,200,0.0,0.0,0.0,247.63863921165466
base,samaritan,17,458,200,-2.0,-6.0,-8.0,251.44652557373047
base,lemons,17,459,200,20.0,-5.0,15.0,444.9159724712372
base,bos,18,460,200,1379.0,1970.0,3349.0,247.17820239067078
base,pd,18,461,200,1000.0,1000.0,2000.0,248.5614948272705
base,deadlock,18,462,200,0.0,0.0,0.0,248.10414505004883
base,samaritan,18,463,200,-2.0,-6.0,-8.0,251.4219651222229
base,lemons,18,464,200,20.0,-5.0,15.0,444.882750749588
base,bos,19,465,200,1379.0,1970.0,3349.0,247.60516834259033
base,pd,19,466,200,1000.0,1000.0,2000.0,247.79298853874207
base,deadlock,19,467,200,0.0,0.0,0.0,247.08237767219543
base,samaritan,19,468,200,-2.0,-6.0,-8.0,251.8331699371338
base,lemons,19,469,200,20.0,-5.0,15.0,446.31101751327515
base,bos,20,470,200,1379.0,1970.0,3349.0,247.94546508789062
base,pd,20,471,200,1000.0,1000.0,2000.0,248.39110565185547
base,deadlock,20,472,200,0.0,0.0,0.0,248.07739162445068
base,samaritan,20,473,200,-2.0,-6.0,-8.0,251.6115825176239
base,lemons,20,474,200,20.0,-5.0,15.0,446.41492223739624
base,bos,21,475,200,1379.0,1970.0,3349.0,247.88911867141724
base,pd,21,476,200,1000.0,1000.0,2000.0,248.2330436706543
base,deadlock,21,477,200,0.0,0.0,0.0,248.05025100708008
base,samaritan,21,478,200,-2.0,-6.0,-8.0,251.37245416641235
base,lemons,21,479,200,20.0,-5.0,15.0,444.6270363330841
base,bos,22,480,200,1379.0,1970.0,3349.0,247.3126654624939
base,pd,22,481,200,1000.0,1000.0,2000.0,248.0109579563141
base,deadlock,22,482,200,0.0,0.0,0.0,247.69719219207764
base,samaritan,22,483,200,-2.0,-6.0,-8.0,251.41747951507568
base,lemons,22,484,200,20.0,-5.0,15.0,445.3822236061096
base,bos,23,485,200,1379.0,1970.0,3349.0,247.78236436843872
base,pd,23,486,200,1000.0,1000.0,2000.0,248.09314608573914
base,deadlock,23,487,200,0.0,0.0,0.0,247.6594944000244
base,samaritan,23,488,200,-2.0,-6.0,-8.0,252.1723120212555
base,lemons,23,489,200,20.0,-5.0,15.0,446.1038272380829
base,bos,24,490,200,1379.0,1970.0,3349.0,247.80210781097412
base,pd,24,491,200,1000.0,1000.0,2000.0,248.17569375038147
base,deadlock,24,492,200,0.0,0.0,0.0,248.44155716896057
base,samaritan,24,493,200,-2.0,-6.0,-8.0,252.12369179725647
base,lemons,24,494,200,20.0,-5.0,15.0,445.78901624679565
base,bos,25,495,200,1379.0,1970.0,3349.0,248.36360001564026
base,pd,25,496,200,1000.0,1000.0,2000.0,248.2437674999237
base,deadlock,25,497,200,0.0,0.0,0.0,247.37103867530823
base,samaritan,25,498,200,-2.0,-6.0,-8.0,251.83719515800476
base,lemons,25,499,200,20.0,-5.0,15.0,445.32357239723206
